Cód.Prod;Descripción;Descripcion Sabor
6067;QUESO BLANCO LS CLASICO LIGHT 290 GR;
6068;SERENITO GELATINA CON VIT 105GR;
6069;POSTRE SERENITO CONF PROMO MINIONS 120GR;
6070;QUESO CASANCREM ENTERO CON VIT 480GR;
6071;QUESO CASANCREM LIGHT CON VIT 480GR;
6074;QUESO CASANCREM 290GR INTENSO CON VIT;
6075;QUESO CASANCREM 290GR INTENSO LIGHT VIT;
6076;QUESO CASANCREM INTENSO LIGHT VIT 290GR;
6077;QUESO CASANCREM INTENSO VITB3 290GR;
6078;QUESO CREMA CASANCREM ENT VITB3 290GR;
6079;QUESO CASANCREM LIGHT VITB3 290GR;
6080;YOGURISIMO NATURAL 300GR;
6081;YOGUR LSC C/CONFITES 164GR;
6082;QUESO CASANCREM ENTERO VITB3 480GR;
6083;QUESO CASANCREM LIGHT VITB3 480GR;
6084;QUESO BLANCO LS CLASICO ENT VIT 290 GR;
6085;QUESO BLANCO LS CLASICO LIGHT VIT 290 GR;
6086;QUESO CASANCREM ENTERO SACHET 4KG;
6087;QUESO CREMA CASANCREM REDUCIDO LAC 290GR;
6091;QUESO CREMA CASANCREM ENT FORT 290GR;
6092;PRUEBAS DESARR DANONINO PACK 90G;
6093;QUESO CASANCREM LIGHT FORT VIT 290GR;
6094;QUESO BLANCO CASANCREM FS 290GR;
6095;PRUEBAS DESARR. SERENITO POTE 130G;
6096;QUESO CASANCREM ENT FORT VIT 480GR;
6097;QUESO CASANCREM LIGHT FORT VIT 480GR;
6099;QUESO BLANCO LS CLAS ENT VIT AYD 290GR;
6100;QUESO BLANCO LS CLAS LIGHT VIT AYD 290GR;
6101;FLAN LS CLASICO FFS 95GR;VAINILLA                                
6102;BASE YOGUR SER CLAS DESC C/FRUTA 180GR;
6103;YOGUR LS CLASICO BATIDO DESC VIT 120GR;VAINILLA                                
6103;YOGUR LS CLASICO BATIDO DESC VIT 120GR;FRUTILLA                                
6104;YOGUR LS FIRME ENT 190GR;VAINILLA                                
6104;YOGUR LS FIRME ENT 190GR;FRUTILLA                                
6105;YOGUR LS CLASICO FIRME ENT 120GR;VAINILLA                                
6105;YOGUR LS CLASICO FIRME ENT 120GR;FRUTILLA                                
6106;YOGUR LSC BATIDO C/CONFITES 164GR;
6107;YOGUR LSC BATIDO ENT C/CEREALES 159GR;
6108;YOGUR LS CLASICO C/CEREALES ENT 157GR;
6109;YOGUR LS CLASICO BATIDO ENT 120GR;VAINILLA                                
6109;YOGUR LS CLASICO BATIDO ENT 120GR;FRUTILLA                                
6109;YOGUR LS CLASICO BATIDO ENT 120GR;DURAZNO                                 
6110;YOGUR ENTERO VITO 140GR;
6111;YOGUR LSC DESC BATIDO C/FRUTAS 140GR;
6112;YOGUR LS CLAS ENT C/FRUTAS 140GR;
6113;YOGUR LS CLASICO DESC CEREALES 157GR;
6114;YOGUR LS CLASICO SACH DESC PROVIT 900GR;
6115;YOGUR LS CLASICO FIRME DESC 190GR;VAINILLA                                
6115;YOGUR LS CLASICO FIRME DESC 190GR;FRUTILLA                                
6116;PRUEBAS DESARR. YOGURISIMO PACK 250G;
6117;YOGUR LS CLASICO SACH REDUCIDO LAC 900GR;VAINILLA                                
6117;YOGUR LS CLASICO SACH REDUCIDO LAC 900GR;FRUTILLA                                
6118;YOGUR LS CLAS SACH DESC PROVIT 900GR;VAINILLA                                
6118;YOGUR LS CLAS SACH DESC PROVIT 900GR;FRUTILLA                                
6119;YOGUR LS CLASICO ENT VIT SACHET 900 GR;VAINILLA                                
6119;YOGUR LS CLASICO ENT VIT SACHET 900 GR;FRUTILLA                                
6119;YOGUR LS CLASICO ENT VIT SACHET 900 GR;DURAZNO                                 
6119;YOGUR LS CLASICO ENT VIT SACHET 900 GR;BANANA                                  
6120;YOGURISIMO C/ROCKLETS 164 GR;
6121;YOGUR LS CLASICO ENT SACHET 1300GR;VAINILLA                                
6121;YOGUR LS CLASICO ENT SACHET 1300GR;FRUTILLA                                
6122;YOGURISIMO C/CEREALES CHOCOLATE 150 GR;
6123;YOGURISIMO C/ROCKLETS 164GR B9 ZINC;
6124;YOGURISIMO C/CEREALES 166GR B9+ZINC;
6125;YOGURISIMO C/GRANOLAS 168GR;
6126;YOGUR LS CLASICO BATIDO ENT 480GR;VAINILLA                                
6126;YOGUR LS CLASICO BATIDO ENT 480GR;FRUTILLA                                
6127;DANONINO BEBIBLE +FORTI 100GR;
6129;YOGURISIMO +FORTI C/CEREALES 166GR;
6130;YOGURISIMO +FORTI C/CEREALES 164GR;
6131;YOGURISIMO CRUNCH C/CHOC 160GR;
6133;YOGURISIMO C/ARITOS FRUTALES 150 GR;
6135;BASE YOGURISIMO ZUCARITAS USO INT 166 GR;
6136;QUESO CREMA CASANCREM ENTERO VIT 290GR;
6137;QUESO CREMA CASANCREM ENT FORT 480GR;
6138;QUESO CREMA CASANCREM VERDE FORT 290GR;
6139;QUESO CREMA CASANCREM VERDE FORT 480GR;
6140;QUESO CASANCREM REDUC LACT VIT 290GR;
6142;QUESO BLANCO LS CLAS ENT FORT AYD 290 GR;
6143;QUESO BLANCO LS CLA VERDE FORT 290GR;
6144;QUESO BLANCO LS CLASICO ENT 195GR;
6145;QUESO BLANCO LS CLASICO VERDE 195GR;
6146;POSTRE LS CLASICO FFS 95GR;VAINILLA                                
6146;POSTRE LS CLASICO FFS 95GR;CHOCOLATE                               
6147;YOGUR LS CLASICO FFS 85GR;
6148;YOGUR LS CLASICO ENTERO SACHET 1100GR;VAINILLA                                
6148;YOGUR LS CLASICO ENTERO SACHET 1100GR;FRUTILLA                                
6149;QUESO CREMA CASANCREM ENTERO 500GR;
6150;QUESO CREMA CASANCREM BALANCE 500GR;
6151;QUESO BLANCO LS CLAS VERDE 460 GR;
6152;QUESO BLANCO LS CLAS ENTERO 460 GR;
6155;PRUEBAS DESARR. SERENITO PACK 210G;
6160;LS PROF QUESO CREMA ENT SACHET 4KG;
6231;YOGUR SER +FORTI DESC SACHET 1100G;
6232;YOGUR SER +FORTI DESC SACHET 1000G;
6233;YOGUR SER +FORTI DESC SACHET 500GR;
6234;YOGUR SER DESC SACHET 1000 GR;
6250;DULCE DE LECHE LS REPOST. FCALC. P400GR;
6251;DULCE DE LECHE LS COLONIAL POTE 250GR;
6252;DULCE DE LECHE LS COLONIAL POTE 400GR;
6253;DULCE DE LECHE LS CLASICO POTE 400GR;
6254;DULCE DE LECHE LS COLONIAL POTE 1KG;
6255;DULCE DE LECHE LS TRADICION POTE 400G;
6257;PROD A BASE DDL Y CACAO LS FCALC.P300G;
6258;DULCE DE LECHE LS REDU EN LACT P 300GR;
6259;DULCE DE LECHE LS ZERO LACTOSA P 300GR;
6260;MORT.BOLOG.CAÑON 4 KG (6260);
6261;MORTADELA T/BGNA X 300G (6261);
6262;SALAME T/MILAN GTE.2.7KG (6262);
6263;JAMON COCIDO FETEADO X 150G (6263);
6264;SALAMIN LARIO T/TAND CAJA 6 X 145GR (6264);
6265;SALAMIN LARIO T/TAND.P/F CAJA 6 X 145GR (6265);
6266;SALAME LARIO PG T/COLONIA 700GR (6266);
6267;"SALAME ""66"" PF 1.8 K.E.V. X 1.6KG (6267)";
6268;BONDIOLA FETEADA X 120GR (6268);
6269;JAMON CRUDO FETEADO X 120GR (6269);
6270;LEBERWURST X 200GR (6270);
6271;SALCHICHON PRIMAVERA 2.1KG (6271);
6272;JAMON CR.S/C S/H MITAD 2.250KG (6272);
6273;FBRE.COC.PATA CERDO LARIO RECT.X 5.7KG (6273);
6274;FBRE COC.PATA CERDO LARIO OVAL X 3.7KG (6274);
6275;SALAME T/MILAN FETEADO X 150GR (6275);
6276;FBRE.COC.PALETA CERDO 66 X 3.8KG (6276);
6277;PANCETA AHUMADA X 700GR (6277);
6278;JAMON COCIDO LARIO 3.8KG (6278);
6279;JAMON COC.LARIO.RECT.5.7KG (6279);
6280;BONDIOLA LARIO 1.3KG (6280);
6281;"SALCHICHA COC.""66"" X 6 U. 200GR (6281)";
6282;FBRE.COC.PAL.CER.LARIO X 5.7KG (6282);
6283;JAMON COC.PREM.CENTENARIO X 3.3KG (6283);
6284;LOMO CERDO HORNEADO CENT X 1 KG (6284);
6285;"SALCHICHA COC.""66"" X 6 UD 190GR (6285)";
6333;BASE YOGURISIMO GO BOT 185 GR;
6371;PRUEBAS DESARR. QUESO CLASICO 320G;
6403;DANONINO BEBIBLE BOT 100GR;
6405;DANONINO BEBIBLE BOT 100 GR;
6420;ALIM LACTEO DANONINO 45 GR;
6423;YOGURISIMO +FORTI ENT SACHET 1300G;
6430;DANONINO BEBIBLE +FORTI 185GR;
6431;DANONINO BEBIBLE 185 GR;
6432;DANONINO BEBIBLE 185 GR;
6433;DANONINO CHOCOLATADA 200ML;
6434;DANONINO BOTELLITA FS 100GR;VAINILLA                                
6434;DANONINO BOTELLITA FS 100GR;FRUTILLA                                
6435;DANONINO BOTELLITA FS 185GR;VAINILLA                                
6435;DANONINO BOTELLITA FS 185GR;FRUTILLA                                
6436;DANONINO YOGUR FFS FS 80.5GR;VAINILLA                                
6436;DANONINO YOGUR FFS FS 80.5GR;FRUTILLA                                
6437;DANONINO SACHET FS 900GR;FRUTILLA                                
6508;YOGURISIMO ENTERO SACHET 1000GR;
6509;YOGURISIMO ENT + FORTI SACHET 1000GR;
6510;YOGURISIMO DESC SACHET 900GR;
6512;YOGURISIMO FIRME + FORTI 190GR;
6514;YOGURISIMO ENT SACH 1000 GR FORTIF;
6515;YOGURISIMO +FORTI ENT SACHET 1100G;
6516;YOGUR LA ANONIMA SACHET 1000 GR;
6517;YOGUR LA ANONIMA BATIDO 120 GR;
6518;YOGURISIMO CREMIX 120GR VIT B9 ZINC B3;
6519;YOGURISIMO CREMIX PACK 480GR B9 ZINC B3;
6520;YOGURISIMO ENT SACH 1000 GR VITAMINAS;
6521;YOGURISIMO TETRABRIK 1KG B9 ZING B33;
6522;YOGURISIMO C/CEREALES 166GR VITAMINAS;
6523;YOGUR LA ANONIMA BATIDO VIT 120 GR;VAINILLA                                
6523;YOGUR LA ANONIMA BATIDO VIT 120 GR;FRUTILLA                                
6524;YOGUR LA ANONIMA SACHET VIT 900GR;
6525;MI PRIMER YOGURISIMO BATIDO 120GR VITB3;
6526;MI PRIMER YOGURISIMO BATIDO 120GR;
6527;YOGURISIMO CREMIX PACK 480GR;
6528;YOGURISIMO FIRME PACK 480GR;
6529;YOGURISIMO BOTELLA 190 GR;
6530;BASE POSTRE DANETTE PACK 190 GR;
6531;YOGURISIMO CREMIX 120 GR;
6532;YOGURISIMO ENTERO FIRME 120GR;
6533;YOGURISIMO ENT BATIDO NATURAL 190GR;
6534;YOGURISIMO ENTERO SACHET 1000GR;
6535;YOGURISIMO NATURAL 300GR;NATURAL                                 
6535;YOGURISIMO NATURAL 300GR;NATURAL ENDULZADO
6536;YOGURISIMO FIRME ENTERO 190GR;
6537;YOGURISIMO TETRABRIK 1KG;
6538;MI PRIMER YOGURISIMO VIT BATIDO 120GR;
6539;YOGURISIMO CREMIX PACK 480GR;VAINILLA                                
6539;YOGURISIMO CREMIX PACK 480GR;FRUTILLA                                
6540;YOGURISIMO ENT FIRME 480GR;VAINILLA                                
6540;YOGURISIMO ENT FIRME 480GR;FRUTILLA                                
6541;YOGURISIMO ENT VIT SACHET 1000 GR;
6543;YOGURISIMO BOTELLA CON VIT 190GR;
6544;YOGURISIMO CREMIX 120GR;VAINILLA                                
6544;YOGURISIMO CREMIX 120GR;FRUTILLA                                
6545;YOGURISIMO ENT FIRME 120GR;VAINILLA                                
6545;YOGURISIMO ENT FIRME 120GR;FRUTILLA                                
6546;YOGURISIMO FIRME ENT POTE 190GR;VAINILLA                                
6546;YOGURISIMO FIRME ENT POTE 190GR;FRUTILLA                                
6547;YOGURISIMO ENT TETRABRIK 1KG CON VIT;
6548;YOGURISIMO C/CEREALES 166GR;ZUCARITAS
6549;YOGURISIMO CON GRANOLAS 168G VIT;
6550;YOGURISIMO ENTERO SACHET 900 GR;VAINILLA                                
6550;YOGURISIMO ENTERO SACHET 900 GR;FRUTILLA                                
6550;YOGURISIMO ENTERO SACHET 900 GR;DURAZNO                                 
6550;YOGURISIMO ENTERO SACHET 900 GR;BANANA                                  
6551;YOGURISIMO ENT FS SACHET 900 GR;FRUTILLA                                
6552;YOGURISIMO NATURAL POTE 290GR;
6553;YOGURISIMO ENT BATIDO NAT POTE 190GR;NATURAL ENDULZADO
6554;YOGURISIMO C/CEREALES 166GR;
6555;YOGURISIMO ENTERO CON GRANOLA 168GR;
6556;YOGURISIMO ENTERO CREMIX 120 GR;
6557;YOGURISIMO FIRME ENTERO 120GR;
6558;YOGURISIMO CREMIX VIT 480GR;
6559;YOGURISIMO FIRME ENTERO 480GR;
6570;YOGUR LA ANONIMA SACHET 900GR;VAINILLA                                
6570;YOGUR LA ANONIMA SACHET 900GR;FRUTILLA                                
6580;YYS SACHET DESLAC 1000GR;
6581;YYS SACHET NATURAL DESLAC 1000GR;
6582;YOGURISIMO EST GRIEGO CEREAL DESAY 140GR;
6583;YOGURISIMO EST GRIEGO CEREAL INDULG 140GR;
6584;YOGURISIMO EST GRIEGO CEREAL DESAY 140GR;
6585;YOGURISIMO EST GRIEGO CERE INDUL 140GR;
6586;YOGURISIMO ESTILO GRIEGO 125GR;
6588;YOGURISIMO ENT FS SACHET 1000 GR;
6589;YOGURISIMO CREMIX FS 120 GR;
6590;YOGURISIMO C/CEREALES FS 162GR;
6591;YOGURISIMO ESTILO GRIEGO 125GR;DURAZNO                                 
6591;YOGURISIMO ESTILO GRIEGO 125GR;ARANDANOS Y GRANADA
6591;YOGURISIMO ESTILO GRIEGO 125GR;VAINILLA CARAMEL
6591;YOGURISIMO ESTILO GRIEGO 125GR;LEMON PIE
6591;YOGURISIMO ESTILO GRIEGO 125GR;FRUTILL A LA CREMA
6592;MI PRIMER YOGURISIMO BAT FS 120GR;
6593;YOGURISIMO ENTERO SACHET 1100GR;VAINILLA                                
6593;YOGURISIMO ENTERO SACHET 1100GR;FRUTILLA                                
6594;YOGURISIMO BOTELLA 190GR;VAINILLA                                
6594;YOGURISIMO BOTELLA 190GR;FRUTILLA                                
6596;YOGURISIMO ENT FS NATURAL SACHET 900GR;NATURAL                                 
6597;YOGURISIMO ENT BATIDO NAT S/END 190GR;NATURAL                                 
6685;BASE YOGURISIMO C/CER Y COLCHON USO INT;
6687;YOGURISIMO +FORTI C/CEREALES Y COLCHON 159G;
6690;PROD.UNTABLE ARMONIA FORT.VIT PAQ.200GR;
6820;YOGUR BEBIBLE +FORT CALCI+ BOT 185GR;
6823;YOGURISIMO CREMIX +FORTI PACK 6X5 720GR;
6827;DANONINO BEBIBLE +FORTI PACK 400GR;
6908;YOGURISIMO ENT FIRME +FORTI 500GR;
6909;YOGURISIMO ENT FIRME 480GR;
6910;YOGURISIMO 3 EN 1 290GR;
6911;YOGURISIMO ENT FIRME 480GR;
6912;YOGURISIMO FIRME PACK 480GR B9 ZINC;
6953;YOGUR SER BATIDO 85GR;
6954;YOGURISIMO BATIDO 85GR;
6957;YOGURISIMO CREMIX +FORTI PACK 480GR;
6958;YOGURISIMO CREMIX +FORTI PACK 480GR;
6960;YOGURISIMO CREMIX PACK 480GR B9 ZINC;
6972;YOGURISIMO FIRME PACK 480GR VIT B3;
6973;YOGUR SER +FORTI DESC SACHET 900G;
6980;BASE YOGUR SER DESC C/CEREAL K.F 163GR;
6984;YOGURISIMO CREMIX +FORTI PACK 6X5 720GR;
7003;YOGURISIMO C/CEREALES SIN CARGO 149GR;
7007;YOGURISIMO ARTESANAL S/CARGO 140GR;
7008;YOGURISIMO POTE FIRME 140GR SIN CARGO;
7011;YOGUR SER P/BEBER DESC SACH 1KG SIN CARG;
7012;YOGURISIMO ENT FIRME S/C 190GR VIT B3;
7013;YOGURISIMO FIRME ENT S/C POTE 190GR.;VAINILLA                                
7016;YOGURISIMO ENT FIRME POTE 190G SIN CARGO;
7017;POSTRE SERENITO CON SORPRESA 110GR S/CARGO;
7018;TIC TAC MENTA Y MENTA INTENSA 192GR S/CARGO;
7019;YOGURISIMO GO ED. ESPECIAL BOT 190G S/C;
7020;YOGUR ENT LS ORIGINAL 200 GR SIN CARGO;
7021;YOGURISIMO ENT SACHET 900G S/CARGO;
7022;YOGUR LS ORIGINAL C/FRUTAS 200GR SIN CARGO;
7024;POSTRE DANETTE PACK 190GR AGUILA S/CARGO;
7025;POSTRE DANETTE PACK 190 GR TOFI S/CARGO;
7031;YOGUR LS CLASICO FIRME 120GR S/CARGO;
7032;LECHE CHOC.SERENITO BRIK 250CC SIN CARGO;
7033;YOGUR LS CLASICO SACH DESC 900GR S/CARGO;VAINILLA                                
7034;POSTRE SERENITO COMBIN.POTE 120G S/CARGO;
7035;POSTRE DANETTE ALFAJOR DE CHOCOLATE 120G S/C;
7036;YOGUR ENT LS CLASICO 190GR S/CARGO;VAINILLA                                
7036;YOGUR ENT LS CLASICO 190GR S/CARGO;FRUTILLA                                
7038;KINDER CHOCOLATE T1 24U SIN CARGO;
7039;TIC TAC CEREZA-MARACUYA 12 ESTUCHES 192GR S/C;
7040;MII PRIMER YOGURISIMO BATIDO 120GR S/C;
7046;POSTRE SERENITO CRASH PACK 200G SIN CARGO;
7047;POSTRE SERENITO WAU! PACK 200GR S/CARGO;
7057;YOGUR LSC C/CEREALES ENT S/C 159GR;
7060;MORTADELA BOLOG CAÑON 1/2 SIN CARGO;
7065;CASANCREM DIET PROMO TUPPER 500G S/CARGO;
7066;QUESO BLANCO LS CLASICO ENT 290 GR S/C;
7067;QUESO BLANCO LS CLAS S/C LIGHT 290GR;
7071;CASANCREM PROMO TUPPER POTE 310G S/CARGO;
7074;POSTRE SERENITO BEBIBLE BOT 135 CM3 S/C;
7075;VIDACOL BOT 80 GR SIN CARGO;
7077;SOPA INSTANTANEA SER BOLSA 88 GR S/CARGO;
7081;YOGUR LSC C/CONFITES S/C 164GR;
7086;QUESO CASANCREM ENTERO SACHET 4KG S/C;
7092;ALIM LACT DANONINO FRUT PACK 90G S/CARGO;
7094;ALIM LACTEO DANONINO PACK 140G SIN CARGO;
7095;POSTRE SERENITO COMUN POTE 120GR S/CARGO;
7097;ALIM LACT DANONINO VAINILLA PACK 90G S/C;
7099;QUESO BLANCO LS CLAS ENT S/CARGO 290 GR;
7101;LECHE CHOC.SERENITO BRIK 1L SIN CARGO;
7102;YOGUR SER DESC C FRUTA POTE 185G SCARGO;
7103;ACTIVIA SACHET 900GR S/CARGO;
7104;SER FIRME POTE 195 GR SIN CARGO;
7105;SER JOYFULL 126G S/CARGO;
7108;YOGUR SER BATIDO 85GR S/CARGO;
7111;ALIM BASE LECHE SEREMIX SACH 1L;
7113;YOGUR LS CLASICO DESC CER S/C/ 157GR;
7114;POSTRE SER POTE 125G SIN CARGO;
7115;YOGUR LS CLASICO FIRMA DESC S/C 190GR;VAINILLA                                
7115;YOGUR LS CLASICO FIRMA DESC S/C 190GR;FRUTILLA                                
7118;YOGUR LS CLAS SACH DESC S/C 900GR;VAINILLA                                
7118;YOGUR LS CLAS SACH DESC S/C 900GR;FRUTILLA                                
7119;YOGUR LS CLASICO ENT S/C SACHET 900 GR;FRUTILLA                                
7120;YOGURISIMO C/ROCKLETS 164 GR S/C;
7122;POSTRE SERENITO C/CEREALES 116.5G S/CARGO;
7123;YOGURISIMO C/ROCKLETS 164GR S/CARGO;
7124;YOGURISIMO C/CEREALES 166GR S/CARGO;
7125;YOGURISIMO ENTERO C/FRUTA POTE 180G S/CARGO;
7127;ALIM LACTEO DANONINO BEBIBLE 100G S/CARG;
7129;YOGURISIMO C/CEREALES 166GR S/CARGO;ZUCARITAS
7130;YOGURISIMO +FORTI C/CEREALES 164GR S/CARGO;
7133;YOGUR SER DES C/CEREAL 167GR SIN CARGO;
7134;YOGUR LS CLASICO SACH ENT 900GR S/CARGO;
7135;YOGURISIMO C/CEREALES AZUC 166G S/C;
7138;YOGUR C/CER ENT LS CLA 159GR S/CARGO;
7139;POSTRE SERENITO CON ROCKLETS S/C 120GR;VAINILLA                                
7140;POSTRE SERENITO FS S/C 120GR;VAINILLA                                
7141;POSTRE SERENITO FFS L/S 95GR SIN CARGO;VAINILLA                                
7141;POSTRE SERENITO FFS L/S 95GR SIN CARGO;CHOCOLATE                               
7142;QUESO BLANCO LS CLAS ENT AYD S/C 290GR;
7143;QUESO BLANCO LS CAL LIGHT S/C 290GR;
7146;POSTRE LS CLASICO FFS S/C 95GR;VAINILLA                                
7146;POSTRE LS CLASICO FFS S/C 95GR;CHOCOLATE                               
7148;YOGUR LS CLAS ENT S/C SACHET 1100GR;VAINILLA                                
7148;YOGUR LS CLAS ENT S/C SACHET 1100GR;FRUTILLA                                
7151;QUESO BLANCO LS CLAS VERDE S/C 460 GR;
7152;QUESO BLANCO LS CLAS ENT S/C 460GR;
7154;LECHE CINDOR CHOCOLATADA FS S/C 1L;CHOCOLATE                               
7155;POSTRE SERENITO PACK 210GR SIN CARGO;
7157;FLAN SER 95GR S/CARGO;VAINILLA                                
7158;FLAN SER TENTACION PACK 210 GR S/CARGO;
7160;LS PROF QUESO CREMA ENT SACHET 4KG S/C;
7163;JAMON COCIDO FETEADO 150GR SIN CARGO;
7164;FLAN SERENITO S/C X 100GR;VAINILLA                                
7166;VIDACOL PACK 320 GR SIN CARGO;
7167;VIDACOL EMBAJADORES PACK 320GR SIN CARGO;
7168;VIDACOL PACK 320GR PROMO SIN CARGO;
7181;YOGURISIMO ENT CEREAL SAB POTE 185G S/C;
7184;FLAN DANETTE CREMOSO PACKX2 230G S/CARGO;
7188;POSTRE SER S/C 95GR;DULCE DE LECHE                          
7188;POSTRE SER S/C 95GR;CHOCOLATE                               
7191;YOGUR GRIEGO 100 GR SIN CARGO;
7192;LECHE SAB CINDOR BRIK 1L SIN CARGO;
7193;POSTRE SERENITO CON CONFITES S/C 120FR;VAINILLA                                
7194;LECHE CONDOR CHOCOLATADA FS S/C 200CM3;CHOCOLATE                               
7197;LECHE CINDOR FORTI BRICK S/C 200CM3;CHOCOLATE                               
7198;LECHE CINDOR FORTI VIT BRIK 200CM3 S/C;
7199;LECHE CINDOR EN POLVO 150GR S/CARGO;
7200;LECHE CINDOR EN POLVO 300GR S/CARGO;
7202;QUESO CREMA CASANCREM POTE 300G ENTERO S/C;
7203;QUESO CREMA CASANCREM POTE 300G LIGHT S/C;
7204;QUESO MANTECREM POTE 190GR SIN CARGO;
7205;LECHE LS ULTRA ENTERA C/FE 3% SACHET 1L;
7208;QUESO CREMA CASANCREM 290GR ENTERO S/CARGO;
7209;QUESO CREMA CASANCREM 290GR LIGHT;
7210;LECHE LS ULTRA DESC C/FE 1% SACHET 1L;
7218;QUESO GARCIA 290GR S/CARGO;
7222;ACTIVIA BEBIBLE BOT 185GR SIN CARGO;
7223;ACTIVIA C/COLCHON FRUT Y CEREAL 175G S/CARGO;
7228;YOGURISIMO MOUSSE PACK 140GR SIN CARGO;
7229;ACTIVIA SACHET 1100 GR S/CARGO;
7231;YOGUR SER FORT DESC SACHET 1100G S/CARGO;
7232;YOGUR SER DESC SACHET 100G SIN CARGO;
7234;YOGUR SER FORT DESC SACHET 600GR S/CARGO;
7236;RESERVA ACTIVIA;
7240;YOGURISIMO CREMIX 120GR S/C;
7241;QUESO CASANCREM 290GR INTENSO LIGHT S/C;
7242;CASAMCREM INTENSO ORIGINAL S/CARGO 290GR;
7243;ACTIVIA 0% PACK 250 GR SIN CARGO;
7247;POSTRE SERENITO FFS S/C 100GR;DULCE DE LECHE                          
7248;QUESO CASANCREM 200GR LIGERO SIN CARGO;
7249;QUESO CASANCREM 200GR LIGERO S/C;
7253;ACTIVIA PACK 250 GR SIN CARGO;
7258;QUESO CREMA CASANCREM POTE 150GR S/CARGO;
7259;QUESO BLANCO CASANCREM DIET 150G S/CARGO;
7261;MORTADELA T/BGNA X300G S/C;
7263;ACTIVIA MULTIPACK 750 GR SIN CARGO;
7265;YOGUR SER TOTAL C CEREAL 183GR SIN CARGO;
7268;ACTIVIA CON COLCHON POTE 180G S/CARGO;
7270;LEBERWURST X200GR S/C;
7273;POSTRE DANETTE PACKX2 230GR S/CARGO;
7275;SALAME T/MILAN FET 150GR SIN CARGO;
7284;P-SERENITO VERRUGAS DE BRUJA 117 GR S/C;
7285;"SALCHICHA COC.""66"" X 6 UD 190GR (6285)";
7288;LECHE LA ANONIMA ULTRA ENT FORT SACH 1L;
7289;LECHE LA ANONIMA ULTRA DESC FORT SACH 1L;
7292;FLAN SERENITO MINIONS S/C X100GR;
7293;YOGUR SER BATIDO CONR FLAKES S/C 166GR;
7299;TIC TAC CHERRY M 12 ESTUCHES 192 GR S/C;
7303;POSTRE SER PACK 210 GR SIN CARGO;
7304;POSTRE SERENITO C CONFITES POTE 120G S/C;
7308;LECHE FORTUNA PARC DESC FORT 2% SACHET1L;
7309;LECHE FORTUNA PARC DESC FORT 1% SACHET 1L;
7311;POSTRE SERENITO S.WARS ROJO 118 GR S/CAR;
7312;POSTRE SERENITO S.WARS AZUL 118 GR S/CAR;
7314;TIC TAC MENTA 12 ESTUCHES 192 GR S/CARGO;
7316;DANETTE 95GR SIN CARGO;DULCE DE LECHE                          
7316;DANETTE 95GR SIN CARGO;CHOCOLATE                               
7316;DANETTE 95GR SIN CARGO;CREMA AMERICANA
7317;DANETTE 95 GR SIN CARGO;
7319;DANETTE POSTRE LACTEO INTENSO 95GR S/C;
7321;TIC TAC NARANJA 12 ESTUCHES 192 GR S/CARGO;
7326;LECHE VITAL 4 BRICK 200ML SIN CARGO;
7330;DANETTE DUPLETTE PACK X 2 190GR SIN CARGO;
7331;SER COLCHON DE FRUTAS 160 GR S/C;
7332;YOGUR SER LIBRE BOT 190 GR SIN CARGO;
7333;YOGURISIMO GO BOT 185GR SIN CARGO;
7334;SOPA INSTANTANEA SER ESTUCHE 44G S/CARGO;
7337;SER COLCHON DE FRUTAS 175 GR;
7338;SER NATUR 140GR S/CARGO;
7339;SER NATUR COLCHON FRUTAS S/CARGO 140GR;
7340;GRAN COMPRA ENT BEB SACHET 1000G S/CARGO;
7343;YOGUR CALCI+ POTE 120GR S/C;
7344;YOGUR SER BATIDO 140GR S/C;
7347;YOGUR SER NATUR 300GR S/CARGO;
7358;GRAN COMPRA CREMIX 120GR X1 SIN CARGO;
7362;GRAN COMPRA ENT SACHET 900GR S/CARGO;
7368;BONDIOLA FETEADA X 120GR SIN CARGO;
7369;YOGUR SER FORT DESC SACHETON 1035 GR S/C;
7371;QUESO CREMA CASANCREM POTE 300G S/CARGO;
7372;QUESO BLANCO CASANCREM DIET POTE 300G S/CARGO;
7374;YOGUR SER NATUR VIT S/C BOT 190GR;MULTIFRUTA
7375;GRAN COMPRA POSTRE 100 GR SIN CARGO;
7378;YOGUR LS CLASICO ENT SACHET S/C 900 GR;
7380;GRAN COMPRA ENTERO SACHET 900GR S/CARGO;
7381;GRAN COMPRA DESC SACHET SIN CARGO 900GR;
7392;YOGUR SER BATIDO NATURAL S/C 175GR;NATURAL                                 
7393;GRAN COMPRA CON CERALES SIN CARGO;
7397;YOGUR SER PROTEIN BAT S/C 175GR;NATURAL                                 
7397;YOGUR SER PROTEIN BAT S/C 175GR;FRUTOS ROJOS
7398;YOGUR SER PROTEIN BOT S/C 190GR;VAINILLA                                
7398;YOGUR SER PROTEIN BOT S/C 190GR;ARANDANOS Y GRANADA
7407;TIC TAC E FUERTE 12 ESTUCHES 192 GR S/CARGO;
7408;YOGUR GRIEGO PACK 200 GR S/CARGO;
7409;POSTRE SERENITO CHOCOBOMBAS 118G S/C;CHOCOLATE BLANCO Y NEGRO
7415;YOGURISIMO FORT ENT SACHET 1250G S/CARGO;
7423;YOGURISIMO FORT ENT SACHET 1300G S/CARGO;
